"Module","Sub-Section","Permission Name","URL/Page (where enforced)","Description / Purpose","Expected Behavior — Has Permission","Expected Behavior — No Permission","How to Test","Frontend","Backend"
"Branch Admin","Consultant Doctors","Add consultant doctor","Branch Admin → Lab Configuration → Consultant Doctors","Branch Admin → Consultant Doctors: controls the “Add consultant doctor” capability.","The “Add consultant doctor” control is visible and enabled on this page; the user may perform the action.","The “Add consultant doctor” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Add consultant doctor” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Consultant Doctors","Update consultant doctor","Branch Admin → Lab Configuration → Consultant Doctors","Branch Admin → Consultant Doctors: controls the “Update consultant doctor” capability.","The “Update consultant doctor” control is visible and enabled on this page; the user may perform the action.","The “Update consultant doctor” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Update consultant doctor” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Consultant Doctors","Delete consultant doctor","Branch Admin → Lab Configuration → Consultant Doctors","Branch Admin → Consultant Doctors: controls the “Delete consultant doctor” capability.","The “Delete consultant doctor” control is visible and enabled on this page; the user may perform the action.","The “Delete consultant doctor” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Delete consultant doctor” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","","Yes"
"Branch Admin","Referrals","Add referral panel","Branch Admin → Lab Configuration → Referrals","Branch Admin → Referrals: controls the “Add referral panel” capability.","The “Add referral panel” control is visible and enabled on this page; the user may perform the action.","The “Add referral panel” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Add referral panel” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Referrals","Update referral panel","Branch Admin → Lab Configuration → Referrals","Branch Admin → Referrals: controls the “Update referral panel” capability.","The “Update referral panel” control is visible and enabled on this page; the user may perform the action.","The “Update referral panel” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Update referral panel” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Referrals","Delete referral panel","Branch Admin → Lab Configuration → Referrals","Branch Admin → Referrals: controls the “Delete referral panel” capability.","The “Delete referral panel” control is visible and enabled on this page; the user may perform the action.","The “Delete referral panel” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Delete referral panel” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Referrals","Add referral doctor","Branch Admin → Lab Configuration → Referrals","Branch Admin → Referrals: controls the “Add referral doctor” capability.","The “Add referral doctor” control is visible and enabled on this page; the user may perform the action.","The “Add referral doctor” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Add referral doctor” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Referrals","Update referral doctor","Branch Admin → Lab Configuration → Referrals","Branch Admin → Referrals: controls the “Update referral doctor” capability.","The “Update referral doctor” control is visible and enabled on this page; the user may perform the action.","The “Update referral doctor” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Update referral doctor” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Referrals","Delete referral doctor","Branch Admin → Lab Configuration → Referrals","Branch Admin → Referrals: controls the “Delete referral doctor” capability.","The “Delete referral doctor” control is visible and enabled on this page; the user may perform the action.","The “Delete referral doctor” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Delete referral doctor” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Referrals","Add external referral user","Branch Admin → Lab Configuration → Referrals","Branch Admin → Referrals: controls the “Add external referral user” capability.","The “Add external referral user” control is visible and enabled on this page; the user may perform the action.","The “Add external referral user” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Add external referral user” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Referrals","Update external referral user","Branch Admin → Lab Configuration → Referrals","Branch Admin → Referrals: controls the “Update external referral user” capability.","The “Update external referral user” control is visible and enabled on this page; the user may perform the action.","The “Update external referral user” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Update external referral user” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Referrals","Delete external referral user","Branch Admin → Lab Configuration → Referrals","Branch Admin → Referrals: controls the “Delete external referral user” capability.","The “Delete external referral user” control is visible and enabled on this page; the user may perform the action.","The “Delete external referral user” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Delete external referral user” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Referrals","Add internal referral user","Branch Admin → Lab Configuration → Referrals","Branch Admin → Referrals: controls the “Add internal referral user” capability.","The “Add internal referral user” control is visible and enabled on this page; the user may perform the action.","The “Add internal referral user” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Add internal referral user” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Referrals","Update internal referral user","Branch Admin → Lab Configuration → Referrals","Branch Admin → Referrals: controls the “Update internal referral user” capability.","The “Update internal referral user” control is visible and enabled on this page; the user may perform the action.","The “Update internal referral user” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Update internal referral user” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Referrals","Delete internal referral user","Branch Admin → Lab Configuration → Referrals","Branch Admin → Referrals: controls the “Delete internal referral user” capability.","The “Delete internal referral user” control is visible and enabled on this page; the user may perform the action.","The “Delete internal referral user” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Delete internal referral user” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Document Management","Add document","Branch Admin → Lab Configuration → Document Management","Branch Admin → Document Management: controls the “Add document” capability.","The “Add document” control is visible and enabled on this page; the user may perform the action.","The “Add document” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Add document” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Document Management","Update document","Branch Admin → Lab Configuration → Document Management","Branch Admin → Document Management: controls the “Update document” capability.","The “Update document” control is visible and enabled on this page; the user may perform the action.","The “Update document” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Update document” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Document Management","Delete document","Branch Admin → Lab Configuration → Document Management","Branch Admin → Document Management: controls the “Delete document” capability.","The “Delete document” control is visible and enabled on this page; the user may perform the action.","The “Delete document” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Delete document” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Center and Operations","View schedule of branch","Branch Admin → Center & Operations","Branch Admin → Center and Operations: controls the “View schedule of branch” capability.","The “View schedule of branch” control is visible and enabled on this page; the user may perform the action.","The “View schedule of branch” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “View schedule of branch” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","N/A"
"Branch Admin","Center and Operations","View audit","Branch Admin → Center & Operations","Branch Admin → Center and Operations: controls the “View audit” capability.","The “View audit” control is visible and enabled on this page; the user may perform the action.","The “View audit” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “View audit” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","N/A"
"Branch Admin","Center and Operations","View subscription plan","Branch Admin → Center & Operations","Branch Admin → Center and Operations: controls the “View subscription plan” capability.","The ""View subscription plan"" control is visible and enabled for the user; the action may be performed.","The ""View subscription plan"" control is hidden or disabled; the action is not permitted, and a direct attempt is rejected server-side (403 PERMISSION_DENIED) unless the caller is a business_admin/administrator (who bypass all checks).","Grant ""View subscription plan"" to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), act as that user, and confirm the control is available and works. Then revoke it and confirm the control disappears / the action is blocked.","Yes","N/A"
"Branch Admin","User Management","View only users list for assigned branch","Branch Admin → Users (/branch-admin/users)","Branch Admin → User Management: controls the “View only users list for assigned branch” capability.","The “View only users list for assigned branch” control is visible and enabled on this page; the user may perform the action.","The “View only users list for assigned branch” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “View only users list for assigned branch” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","N/A"
"Branch Admin","User Management","Update users for assigned branch","Branch Admin → Users (/branch-admin/users)","Branch Admin → User Management: controls the “Update users for assigned branch” capability.","The “Update users for assigned branch” control is visible and enabled on this page; the user may perform the action.","The “Update users for assigned branch” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Update users for assigned branch” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","User Management","View only user permissions for assigned branch","Branch Admin → Users (/branch-admin/users)","Branch Admin → User Management: controls the “View only user permissions for assigned branch” capability.","The “View only user permissions for assigned branch” control is visible and enabled on this page; the user may perform the action.","The “View only user permissions for assigned branch” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “View only user permissions for assigned branch” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","N/A"
"Branch Admin","User Management","Update the user permissions for assigned branch","Branch Admin → Users (/branch-admin/users)","Branch Admin → User Management: controls the “Update the user permissions for assigned branch” capability.","The “Update the user permissions for assigned branch” control is visible and enabled on this page; the user may perform the action.","The “Update the user permissions for assigned branch” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Update the user permissions for assigned branch” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Incident Management","Create incident report","","Branch Admin → Incident Management: controls the ""Create incident report"" capability.","The ""Create incident report"" control is visible and enabled for the user; the action may be performed.","The ""Create incident report"" control is hidden or disabled; the action is not permitted, and a direct attempt is rejected server-side (403 PERMISSION_DENIED) unless the caller is a business_admin/administrator (who bypass all checks).","Grant ""Create incident report"" to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), act as that user, and confirm the control is available and works. Then revoke it and confirm the control disappears / the action is blocked.","",""
"Branch Admin","Incident Management","Update incident report","","Branch Admin → Incident Management: controls the ""Update incident report"" capability.","The ""Update incident report"" control is visible and enabled for the user; the action may be performed.","The ""Update incident report"" control is hidden or disabled; the action is not permitted, and a direct attempt is rejected server-side (403 PERMISSION_DENIED) unless the caller is a business_admin/administrator (who bypass all checks).","Grant ""Update incident report"" to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), act as that user, and confirm the control is available and works. Then revoke it and confirm the control disappears / the action is blocked.","",""
"Branch Admin","Incident Management","Reassign to other user","","Branch Admin → Incident Management: controls the ""Reassign to other user"" capability.","The ""Reassign to other user"" control is visible and enabled for the user; the action may be performed.","The ""Reassign to other user"" control is hidden or disabled; the action is not permitted, and a direct attempt is rejected server-side (403 PERMISSION_DENIED) unless the caller is a business_admin/administrator (who bypass all checks).","Grant ""Reassign to other user"" to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), act as that user, and confirm the control is available and works. Then revoke it and confirm the control disappears / the action is blocked.","",""
"Branch Admin","Incident Management","Delete incident report","","Branch Admin → Incident Management: controls the ""Delete incident report"" capability.","The ""Delete incident report"" control is visible and enabled for the user; the action may be performed.","The ""Delete incident report"" control is hidden or disabled; the action is not permitted, and a direct attempt is rejected server-side (403 PERMISSION_DENIED) unless the caller is a business_admin/administrator (who bypass all checks).","Grant ""Delete incident report"" to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), act as that user, and confirm the control is available and works. Then revoke it and confirm the control disappears / the action is blocked.","",""
"Branch Admin","Incident Management","Update the status","","Branch Admin → Incident Management: controls the ""Update the status"" capability.","The ""Update the status"" control is visible and enabled for the user; the action may be performed.","The ""Update the status"" control is hidden or disabled; the action is not permitted, and a direct attempt is rejected server-side (403 PERMISSION_DENIED) unless the caller is a business_admin/administrator (who bypass all checks).","Grant ""Update the status"" to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), act as that user, and confirm the control is available and works. Then revoke it and confirm the control disappears / the action is blocked.","",""
"Branch Admin","Incident Management","Close the incident","","Branch Admin → Incident Management: controls the ""Close the incident"" capability.","The ""Close the incident"" control is visible and enabled for the user; the action may be performed.","The ""Close the incident"" control is hidden or disabled; the action is not permitted, and a direct attempt is rejected server-side (403 PERMISSION_DENIED) unless the caller is a business_admin/administrator (who bypass all checks).","Grant ""Close the incident"" to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), act as that user, and confirm the control is available and works. Then revoke it and confirm the control disappears / the action is blocked.","",""
"Branch Admin","Referral Panel Settings","Create cash referral panel settings","Branch Admin → Referral Panel Settings","Branch Admin → Referral Panel Settings: controls the “Create cash referral panel settings” capability.","The “Create cash referral panel settings” control is visible and enabled on this page; the user may perform the action.","The “Create cash referral panel settings” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Create cash referral panel settings” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Referral Panel Settings","Edit cash referral panel settings","Branch Admin → Referral Panel Settings","Branch Admin → Referral Panel Settings: controls the “Edit cash referral panel settings” capability.","The “Edit cash referral panel settings” control is visible and enabled on this page; the user may perform the action.","The “Edit cash referral panel settings” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Edit cash referral panel settings” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Referral Panel Settings","Delete cash referral panel settings","Branch Admin → Referral Panel Settings","Branch Admin → Referral Panel Settings: controls the “Delete cash referral panel settings” capability.","The “Delete cash referral panel settings” control is visible and enabled on this page; the user may perform the action.","The “Delete cash referral panel settings” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Delete cash referral panel settings” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Referral Panel Settings","Create credit referral panel settings","Branch Admin → Referral Panel Settings","Branch Admin → Referral Panel Settings: controls the “Create credit referral panel settings” capability.","The “Create credit referral panel settings” control is visible and enabled on this page; the user may perform the action.","The “Create credit referral panel settings” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Create credit referral panel settings” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Referral Panel Settings","Edit credit referral panel settings","Branch Admin → Referral Panel Settings","Branch Admin → Referral Panel Settings: controls the “Edit credit referral panel settings” capability.","The “Edit credit referral panel settings” control is visible and enabled on this page; the user may perform the action.","The “Edit credit referral panel settings” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Edit credit referral panel settings” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Referral Panel Settings","Delete credit referral panel settings","Branch Admin → Referral Panel Settings","Branch Admin → Referral Panel Settings: controls the “Delete credit referral panel settings” capability.","The “Delete credit referral panel settings” control is visible and enabled on this page; the user may perform the action.","The “Delete credit referral panel settings” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Delete credit referral panel settings” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Referral Panel Settings","Create prepaid referral panel settings","Branch Admin → Referral Panel Settings","Branch Admin → Referral Panel Settings: controls the “Create prepaid referral panel settings” capability.","The “Create prepaid referral panel settings” control is visible and enabled on this page; the user may perform the action.","The “Create prepaid referral panel settings” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Create prepaid referral panel settings” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Referral Panel Settings","Edit prepaid referral panel settings","Branch Admin → Referral Panel Settings","Branch Admin → Referral Panel Settings: controls the “Edit prepaid referral panel settings” capability.","The “Edit prepaid referral panel settings” control is visible and enabled on this page; the user may perform the action.","The “Edit prepaid referral panel settings” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Edit prepaid referral panel settings” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Referral Panel Settings","Delete prepaid referral panel settings","Branch Admin → Referral Panel Settings","Branch Admin → Referral Panel Settings: controls the “Delete prepaid referral panel settings” capability.","The “Delete prepaid referral panel settings” control is visible and enabled on this page; the user may perform the action.","The “Delete prepaid referral panel settings” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Delete prepaid referral panel settings” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Machines","Add machine","Branch Admin → Machines","Branch Admin → Machines: controls the “Add machine” capability.","The “Add machine” control is visible and enabled on this page; the user may perform the action.","The “Add machine” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Add machine” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Machines","Edit machine","Branch Admin → Machines","Branch Admin → Machines: controls the “Edit machine” capability.","The “Edit machine” control is visible and enabled on this page; the user may perform the action.","The “Edit machine” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Edit machine” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Branch Admin","Machines","Delete machine","Branch Admin → Machines","Branch Admin → Machines: controls the “Delete machine” capability.","The “Delete machine” control is visible and enabled on this page; the user may perform the action.","The “Delete machine” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Delete machine” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Finance","Financial Reports","View billing reports","Finance → Reports (/finance/reports)","Finance → Financial Reports: controls the “View billing reports” capability.","The “View billing reports” control is visible and enabled on this page; the user may perform the action.","The “View billing reports” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “View billing reports” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Finance","Financial Reports","View collection reports","Finance → Reports (/finance/reports)","Finance → Financial Reports: controls the “View collection reports” capability.","The “View collection reports” control is visible and enabled on this page; the user may perform the action.","The “View collection reports” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “View collection reports” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Finance","Financial Reports","View outstanding reports","Finance → Reports (/finance/reports)","Finance → Financial Reports: controls the “View outstanding reports” capability.","The “View outstanding reports” control is visible and enabled on this page; the user may perform the action.","The “View outstanding reports” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “View outstanding reports” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Finance","Financial Reports","View refund reports","Finance → Reports (/finance/reports)","Finance → Financial Reports: controls the “View refund reports” capability.","The “View refund reports” control is visible and enabled on this page; the user may perform the action.","The “View refund reports” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “View refund reports” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Finance","Financial Reports","View cancel reports","Finance → Reports (/finance/reports)","Finance → Financial Reports: controls the “View cancel reports” capability.","The “View cancel reports” control is visible and enabled on this page; the user may perform the action.","The “View cancel reports” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “View cancel reports” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Finance","Invoice","List view only","Finance → Invoices (/finance/invoices)","Finance → Invoice: controls the “List view only” capability.","The “List view only” control is visible and enabled on this page; the user may perform the action.","The “List view only” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “List view only” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","","Yes"
"Finance","Invoice","Create invoice","Finance → Invoices (/finance/invoices)","Finance → Invoice: controls the “Create invoice” capability.","The “Create invoice” control is visible and enabled on this page; the user may perform the action.","The “Create invoice” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Create invoice” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","","Yes"
"Finance","Invoice","Cancel invoice","Finance → Invoices (/finance/invoices)","Finance → Invoice: controls the “Cancel invoice” capability.","The “Cancel invoice” control is visible and enabled on this page; the user may perform the action.","The “Cancel invoice” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Cancel invoice” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Finance","Invoice","Receive invoice payment","Finance → Invoices (/finance/invoices)","Finance → Invoice: controls the “Receive invoice payment” capability.","The “Receive invoice payment” control is visible and enabled on this page; the user may perform the action.","The “Receive invoice payment” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Receive invoice payment” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Finance","Settlements","List view only","Finance → Settlements (/finance/settlements)","Finance → Settlements: controls the “List view only” capability.","The “List view only” control is visible and enabled on this page; the user may perform the action.","The “List view only” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “List view only” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Finance","Settlements","Create settlement","Finance → Settlements (/finance/settlements)","Finance → Settlements: controls the “Create settlement” capability.","The “Create settlement” control is visible and enabled on this page; the user may perform the action.","The “Create settlement” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Create settlement” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Finance","Settlements","Cancel settlement","Finance → Settlements (/finance/settlements)","Finance → Settlements: controls the “Cancel settlement” capability.","The “Cancel settlement” control is visible and enabled on this page; the user may perform the action.","The “Cancel settlement” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Cancel settlement” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Finance","Settlements","Approve settlement amount","Finance → Settlements (/finance/settlements)","Finance → Settlements: controls the “Approve settlement amount” capability.","The “Approve settlement amount” control is visible and enabled on this page; the user may perform the action.","The “Approve settlement amount” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Approve settlement amount” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Finance","Settlements","Settle amount","Finance → Settlements (/finance/settlements)","Finance → Settlements: controls the “Settle amount” capability.","The “Settle amount” control is visible and enabled on this page; the user may perform the action.","The “Settle amount” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “Settle amount” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","Yes","Yes"
"Finance","Payments","List view only","Finance → Payments (/finance/payments)","Finance → Payments: controls the “List view only” capability.","The “List view only” control is visible and enabled on this page; the user may perform the action.","The “List view only” control is hidden or disabled on this page; the action is not permitted (and is rejected if attempted directly).","Grant “List view only” to the target role via Users → Role Permissions (or to the user directly from the branch-admin user list), open this page as that user, and confirm the control is available. Then revoke it and confirm the control disappears / the action is blocked.","","Yes"
